name,abv,price,size,kind,establishment_type,bar_name,county_name,beer_category,origin_zone,bar_url,beer_url
Goose Island Lolita 2013,8.7,35.0,25.0,Bottle,Bar,One Mile House,New York,Sour,country,https://www.beermenus.com/places/3332-one-mile-house,https://www.beermenus.com/beers/41780-goose-island-lolita-2013
Marz Chug Life,5.5,20.0,16.9,Bottle,Bar,One Mile House,New York,Lager,country,https://www.beermenus.com/places/3332-one-mile-house,https://www.beermenus.com/beers/218181-marz-chug-life
Half Acre Daisy Cutter,5.2,8.0,16.0,Can,Bar,Spring Lounge,New York,Ale,country,https://www.beermenus.com/places/49-spring-lounge,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Daisy Cutter,5.2,8.0,16.0,Can,Bar,Benson's NYC,New York,Ale,country,https://www.beermenus.com/places/20866-benson-s-nyc,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Pony,5.5,7.0,8.0,Draft,,Local,New York,Pilsner,country,https://www.beermenus.com/places/56907-local,https://www.beermenus.com/beers/28846-half-acre-pony
Goose Island IPA,5.9,8.0,16.0,Draft,Bar,Amity Hall,New York,IPA,country,https://www.beermenus.com/places/1345-amity-hall,https://www.beermenus.com/beers/957-goose-island-ipa
Goose Island IPA Now 3,6.5,8.0,16.0,Draft,Bar,Amity Hall,New York,IPA,country,https://www.beermenus.com/places/1345-amity-hall,https://www.beermenus.com/beers/329223-goose-island-ipa-now-3
Half Acre Daisy Cutter,5.2,8.0,16.0,Can,Bar,Amity Hall,New York,Ale,country,https://www.beermenus.com/places/1345-amity-hall,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Pony,5.5,7.0,16.0,Draft,Bar,Standings,New York,Pilsner,country,https://www.beermenus.com/places/33-standings,https://www.beermenus.com/beers/28846-half-acre-pony
Half Acre Daisy Cutter,5.2,,12.0,Can,,White Oak Tavern,New York,Ale,country,https://www.beermenus.com/places/65124-white-oak-tavern,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Daisy Cutter,5.2,8.0,16.0,Can,Bar,Upright,New York,Ale,country,https://www.beermenus.com/places/11325-upright,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Daisy Cutter,5.2,8.0,16.0,Can,Bar,Watershed,Kings,Ale,country,https://www.beermenus.com/places/40335-watershed,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Lager Town,6.0,7.0,16.0,Draft,Bar,Uncle Barry's,Kings,Ale,country,https://www.beermenus.com/places/3114-uncle-barry-s,https://www.beermenus.com/beers/294853-half-acre-lager-town
Half Acre Tuna,4.7,7.0,16.0,Draft,Bar,Uncle Barry's,Kings,Ale,country,https://www.beermenus.com/places/3114-uncle-barry-s,https://www.beermenus.com/beers/126996-half-acre-tuna
Half Acre Daisy Cutter,5.2,9.0,16.0,Can,Bar,Uncle Barry's,Kings,Ale,country,https://www.beermenus.com/places/3114-uncle-barry-s,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Goose Island IPA,5.9,7.0,16.0,Draft,Restaurant,Croxley's Abbey,Kings,IPA,country,https://www.beermenus.com/places/19000-croxley-s-abbey,https://www.beermenus.com/beers/957-goose-island-ipa
Off Color Barrel Aged Dinosmores (2019),10.5,25.0,9.0,Bottle,Bar,Hops Hill,Kings,Stout,country,https://www.beermenus.com/places/16433-hops-hill,https://www.beermenus.com/beers/90108-off-color-barrel-aged-dinosmores-2019
Goose Island IPA,5.9,8.0,16.0,Draft,Bar,Fitzgerald's Pub,New York,IPA,country,https://www.beermenus.com/places/42629-fitzgerald-s-pub,https://www.beermenus.com/beers/957-goose-island-ipa
Goose Island Honker's Ale,4.3,8.0,16.0,Draft,Bar,The Gibson,Kings,Ale,country,https://www.beermenus.com/places/1015-the-gibson,https://www.beermenus.com/beers/78801-goose-island-honker-s-ale
Half Acre Daisy Cutter,5.2,7.0,16.0,Draft,Bar,Burnside,Kings,Ale,country,https://www.beermenus.com/places/3054-burnside,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Goose Island IPA,5.9,9.0,,Draft,,Mason Jar NYC,New York,IPA,country,https://www.beermenus.com/places/63820-mason-jar-nyc,https://www.beermenus.com/beers/957-goose-island-ipa
Half Acre Tuna,4.7,7.0,16.0,Draft,Bar,Washington Commons,Kings,Ale,country,https://www.beermenus.com/places/740-washington-commons,https://www.beermenus.com/beers/126996-half-acre-tuna
Half Acre Pony,5.5,8.0,16.0,Can,Bar,Northern Bell,Kings,Pilsner,country,https://www.beermenus.com/places/16281-northern-bell,https://www.beermenus.com/beers/28846-half-acre-pony
Pipeworks Lizard King,6.5,9.0,16.0,Can,Bar,Northern Bell,Kings,Ale,country,https://www.beermenus.com/places/16281-northern-bell,https://www.beermenus.com/beers/102087-pipeworks-lizard-king
Off Color Very Very Far,6.0,5.0,5.0,Draft,Bar,Tørst (Torst),Kings,Belgian,country,https://www.beermenus.com/places/8678-t-rst-torst,https://www.beermenus.com/beers/302537-off-color-very-very-far
Marz Tygrisku,4.4,16.0,16.9,Bottle,Bar,The Well,Kings,Sour,country,https://www.beermenus.com/places/18701-the-well,https://www.beermenus.com/beers/221377-marz-tygrisku
Off Color Eeek!,5.0,30.0,25.4,Bottle,Bar,The Well,Kings,Sour,country,https://www.beermenus.com/places/18701-the-well,https://www.beermenus.com/beers/166205-off-color-eeek
Goose Island Next Coast IPA,7.0,,,Draft,Bar,Beer Authority,New York,IPA,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/257384-goose-island-next-coast-ipa
Goose Island Bourbon County Brand Stout 2015,14.2,30.0,16.9,Bottle,Bar,Beer Authority,New York,Stout,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/111733-goose-island-bourbon-county-brand-stout-2015
Goose Island Matilda,7.0,10.0,12.0,Bottle,Bar,Beer Authority,New York,Belgian,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/894-goose-island-matilda
Goose Island Sofie,6.5,9.0,12.0,Bottle,Bar,Beer Authority,New York,Ale,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/5402-goose-island-sofie
Off Color Barrel Aged Dinosmores (2019),10.5,20.0,10.0,Bottle,Bar,St. Elias,Kings,Stout,country,https://www.beermenus.com/places/61770-st-elias,https://www.beermenus.com/beers/90108-off-color-barrel-aged-dinosmores-2019
Half Acre Daisy Cutter,5.2,9.0,16.0,Can,,Treadwell Park West,New York,Ale,country,https://www.beermenus.com/places/56966-treadwell-park-west,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Goose Island Next Coast IPA,7.0,8.5,16.0,Draft,Bar,Daltons Bar And Grill,New York,IPA,country,https://www.beermenus.com/places/10056-daltons-bar-and-grill,https://www.beermenus.com/beers/257384-goose-island-next-coast-ipa
Goose Island Next Coast IPA,7.0,7.0,14.0,Draft,Bar,LANSDOWNE ROAD,New York,IPA,country,https://www.beermenus.com/places/492-lansdowne-road,https://www.beermenus.com/beers/257384-goose-island-next-coast-ipa
Pipeworks Ninja vs Unicorn,8.0,9.0,16.0,Can,Bar,Deacon Brodie's Tavern,New York,IPA,country,https://www.beermenus.com/places/31417-deacon-brodie-s-tavern,https://www.beermenus.com/beers/15429-pipeworks-ninja-vs-unicorn
Pipeworks Pineapple Guppy,4.6,8.0,16.0,Can,Bar,Deacon Brodie's Tavern,New York,IPA,country,https://www.beermenus.com/places/31417-deacon-brodie-s-tavern,https://www.beermenus.com/beers/313503-pipeworks-pineapple-guppy
Half Acre GoneAway,7.0,10.0,16.0,Can,Bar,The Stag's Head,New York,IPA,country,https://www.beermenus.com/places/831-the-stag-s-head,https://www.beermenus.com/beers/107519-half-acre-goneaway
Goose Island IPA,5.9,5.0,,Draft,,123 Burger Shot Beer,New York,IPA,country,https://www.beermenus.com/places/64264-123-burger-shot-beer,https://www.beermenus.com/beers/957-goose-island-ipa
Half Acre Original Reaper,6.0,8.0,16.0,Draft,Bar,The Wilky,Kings,Stout,country,https://www.beermenus.com/places/26488-the-wilky,https://www.beermenus.com/beers/296452-half-acre-original-reaper
Goose Island Oktoberfest,6.4,8.0,16.0,Draft,Bar,Valhalla,New York,Ale,country,https://www.beermenus.com/places/540-valhalla,https://www.beermenus.com/beers/5923-goose-island-oktoberfest
Half Acre Original Reaper,6.0,8.0,16.0,Draft,Bar,The Sampler BK,Kings,Stout,country,https://www.beermenus.com/places/10629-the-sampler-bk,https://www.beermenus.com/beers/296452-half-acre-original-reaper
Revolution Deth's Tar Imperial Stout,14.8,13.0,8.0,Draft,Restaurant,Treadwell Park,New York,Stout,country,https://www.beermenus.com/places/28239-treadwell-park,https://www.beermenus.com/beers/36370-revolution-deth-s-tar-imperial-stout
Half Acre Daisy Cutter,5.2,5.0,12.0,Draft,Bar,Abe’s Pagoda Bar,Kings,Ale,country,https://www.beermenus.com/places/58816-abe-s-pagoda-bar,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Daisy Cutter,5.2,8.0,16.0,Draft,Bar,The Seneca,Queens,Ale,country,https://www.beermenus.com/places/30816-the-seneca,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Daisy Cutter,5.2,8.0,16.0,Can,Bar,Sycamore Flower Shop & Bar,Kings,Ale,country,https://www.beermenus.com/places/523-sycamore-flower-shop-bar,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Goose Island IPA,5.9,7.0,16.0,Draft,Bar,Bar43,Queens,IPA,country,https://www.beermenus.com/places/9902-bar43,https://www.beermenus.com/beers/957-goose-island-ipa
Half Acre Daisy Cutter,5.2,6.0,16.0,Draft,Bar,The Bonus Room,Queens,Ale,country,https://www.beermenus.com/places/41417-the-bonus-room,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Goose Island Sofie,6.5,9.0,12.0,Draft,Bar,Dive 75,New York,Ale,country,https://www.beermenus.com/places/330-dive-75,https://www.beermenus.com/beers/5402-goose-island-sofie
Pipeworks Lizard King,6.5,9.0,16.0,Can,Bar,Dive 75,New York,Ale,country,https://www.beermenus.com/places/330-dive-75,https://www.beermenus.com/beers/102087-pipeworks-lizard-king
Goose Island IPA,5.9,7.0,12.0,Bottle,Bar,Bean Post Pub,Kings,IPA,country,https://www.beermenus.com/places/1269-bean-post-pub,https://www.beermenus.com/beers/957-goose-island-ipa
Goose Island IPA,5.9,7.0,16.0,Draft,,Bailey's Corner Pub,New York,IPA,country,https://www.beermenus.com/places/60515-bailey-s-corner-pub,https://www.beermenus.com/beers/957-goose-island-ipa
Goose Island Bourbon County Stout,13.7,20.0,16.9,Bottle,,Bailey's Corner Pub,New York,Stout,country,https://www.beermenus.com/places/60515-bailey-s-corner-pub,https://www.beermenus.com/beers/5099-goose-island-bourbon-county-stout
Goose Island Matilda,7.0,8.0,12.0,Bottle,,Bailey's Corner Pub,New York,Belgian,country,https://www.beermenus.com/places/60515-bailey-s-corner-pub,https://www.beermenus.com/beers/894-goose-island-matilda
Pipeworks Lizard King,6.5,8.0,16.0,Can,Bar,The Dead Poet,New York,Ale,country,https://www.beermenus.com/places/215-the-dead-poet,https://www.beermenus.com/beers/102087-pipeworks-lizard-king
Off Color Growl,8.5,40.0,25.0,Bottle,Bar,George Keeley,New York,Belgian,country,https://www.beermenus.com/places/16-george-keeley,https://www.beermenus.com/beers/161756-off-color-growl
Off Color Tiny Pillows,5.2,32.0,25.0,Bottle,Bar,George Keeley,New York,Ale,country,https://www.beermenus.com/places/16-george-keeley,https://www.beermenus.com/beers/266772-off-color-tiny-pillows
Pipeworks Lizard King,6.5,9.0,16.0,Can,Bar,Madam Marie's Bar NYC,Queens,Ale,country,https://www.beermenus.com/places/49539-madam-marie-s-bar-nyc,https://www.beermenus.com/beers/102087-pipeworks-lizard-king
Goose Island Bourbon County Brand Stout Reserve 2018,15.2,55.0,16.9,Bottle,Restaurant,Cafe D'Alsace,New York,Aged,country,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/290389-goose-island-bourbon-county-brand-stout-reserve-2018
Goose Island Bourbon County Vanilla,14.9,55.0,16.9,Bottle,Restaurant,Cafe D'Alsace,New York,Stout,country,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/7798-goose-island-bourbon-county-vanilla
Goose Island Fleur 2011,7.0,35.0,21.98,Bottle,Restaurant,Cafe D'Alsace,New York,Belgian,country,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/29661-goose-island-fleur-2011
Half Acre Tuna,4.7,9.0,16.0,Can,Restaurant,Cafe D'Alsace,New York,Ale,country,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/126996-half-acre-tuna
Goose Island IPA,5.9,7.0,16.0,Draft,Bar,Oliver's Astoria,Queens,IPA,country,https://www.beermenus.com/places/12180-oliver-s-astoria,https://www.beermenus.com/beers/957-goose-island-ipa
Half Acre Pony,5.5,8.0,16.0,Draft,Bar,Halsey's Tavern,Queens,Pilsner,country,https://www.beermenus.com/places/18934-halsey-s-tavern,https://www.beermenus.com/beers/28846-half-acre-pony
Half Acre Tuna,4.7,9.0,16.0,Can,Bar,The Local Bar Astoria,Queens,Ale,country,https://www.beermenus.com/places/19631-the-local-bar-astoria,https://www.beermenus.com/beers/126996-half-acre-tuna
Goose Island Sofie,6.5,9.0,12.0,Draft,Bar,Dive Bar NYC,New York,Ale,country,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/5402-goose-island-sofie
Goose Island IPA,5.9,7.0,16.0,Draft,Bar,Dive Bar NYC,New York,IPA,country,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/957-goose-island-ipa
Goose Island Juliet,6.7,24.0,22.0,Bottle,Bar,Dive Bar NYC,New York,Sour,country,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/5091-goose-island-juliet
Off Color Troublesome,4.3,7.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Sour,country,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/32595-off-color-troublesome
Off Color Wunderkammer,5.8,25.0,25.0,Bottle,Bar,Adobe Blues,Richmond,Aged,country,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/147177-off-color-wunderkammer
Half Acre Daisy Cutter,5.2,8.0,16.0,Draft,Bar,The Hop Shoppe,Richmond,Ale,country,https://www.beermenus.com/places/33045-the-hop-shoppe,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Half Acre Daisy Cutter,5.2,8.0,16.0,Can,Bar,The Hop Shoppe,Richmond,Ale,country,https://www.beermenus.com/places/33045-the-hop-shoppe,https://www.beermenus.com/beers/5581-half-acre-daisy-cutter
Off Color Very Very Far,6.0,3.5,16.0,Can,Bar,Broadway Dive,New York,Belgian,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/302537-off-color-very-very-far
Goose Island Bourbon County Bramble Rye Stout,12.8,25.0,16.9,Bottle,Bar,Broadway Dive,New York,Stout,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/14394-goose-island-bourbon-county-bramble-rye-stout
Goose Island Bourbon County Brand Barleywine 2017,14.4,14.0,16.9,Bottle,Bar,Broadway Dive,New York,Aged,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/233225-goose-island-bourbon-county-brand-barleywine-2017
Goose Island Bourbon County Brand Coffee Barleywine 2018,15.1,20.0,16.9,Bottle,Bar,Broadway Dive,New York,Aged,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/290395-goose-island-bourbon-county-brand-coffee-barleywine-2018
Goose Island Bourbon County Brand Midnight Orange Stout 2018,15.2,25.0,16.9,Bottle,Bar,Broadway Dive,New York,Aged,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/290396-goose-island-bourbon-county-brand-midnight-orange-stout-2018
Goose Island Bourbon County Brand Wheatwine 2018,15.4,17.0,16.9,Bottle,Bar,Broadway Dive,New York,Wheat,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/290392-goose-island-bourbon-county-brand-wheatwine-2018
Goose Island Bourbon County Stout,13.7,11.0,16.9,Bottle,Bar,Broadway Dive,New York,Stout,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/5099-goose-island-bourbon-county-stout
Goose Island Bourbon County Vanilla,14.9,25.0,16.9,Bottle,Bar,Broadway Dive,New York,Stout,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/7798-goose-island-bourbon-county-vanilla
Goose Island Pere Jacques 2011,8.0,13.0,22.0,Bottle,Bar,Broadway Dive,New York,Belgian,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/16917-goose-island-pere-jacques-2011
Goose Island Rare Bourbon County Brand Stout 2015,14.5,85.0,16.9,Bottle,Bar,Broadway Dive,New York,Stout,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/112864-goose-island-rare-bourbon-county-brand-stout-2015
Half Acre Big Hugs Imperial Stout,9.5,13.0,22.0,Bottle,Bar,Broadway Dive,New York,Stout,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/6772-half-acre-big-hugs-imperial-stout
Off Color Barrel Aged Growl,10.0,22.0,25.4,Bottle,Bar,Broadway Dive,New York,Belgian,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/223941-off-color-barrel-aged-growl
Off Color Wunderkammer,5.8,18.0,25.0,Bottle,Bar,Broadway Dive,New York,Aged,country,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/147177-off-color-wunderkammer
Goose Island IPA,5.9,7.0,16.0,Draft,Bar,Lion's Head Tavern,New York,IPA,country,https://www.beermenus.com/places/23490-lion-s-head-tavern,https://www.beermenus.com/beers/957-goose-island-ipa
Goose Island BCB Barleywine 2017,14.4,30.0,16.9,Bottle,Restaurant,Arts and Crafts Beer Parlor - MH,New York,Aged,country,https://www.beermenus.com/places/29477-arts-and-crafts-beer-parlor-mh,https://www.beermenus.com/beers/233262-goose-island-bcb-barleywine-2017
Goose Island Bourbon County Stout 2017,14.1,21.0,16.9,Bottle,Restaurant,Arts and Crafts Beer Parlor - MH,New York,Stout,country,https://www.beermenus.com/places/29477-arts-and-crafts-beer-parlor-mh,https://www.beermenus.com/beers/231301-goose-island-bourbon-county-stout-2017
Goose Island IPA,5.9,5.0,,Draft,Restaurant,123 BSB,New York,IPA,country,https://www.beermenus.com/places/63055-123-bsb-harlem,https://www.beermenus.com/beers/957-goose-island-ipa
